id,first_name,last_name,email,gender,creditcard_number,patient_id,patient_name,age,diagnosis_code,diagnosis_description,procedure_code,procedure_description,admission_date,discharge_date,total_cost
379,Jackson,Emanuel,jemanuelai@skype.com,Male,3577495646983725,379,Jackson Emanuel,111,S30877,Other superficial bite of anus,09CR3ZZ,"Extirpation of Matter from Left Maxillary Sinus, Percutaneous Approach",10/13/2021,4/29/2020,Ruble
380,Tisha,Duxbarry,tduxbarryaj@gravatar.com,Female,3548163966378829,380,Tisha Duxbarry,18,S99249P,"Salter-Harris Type IV physeal fracture of phalanx of unspecified toe, subsequent encounter for fracture with malunion",0PPJ4JZ,"Removal of Synthetic Substitute from Left Radius, Percutaneous Endoscopic Approach",4/19/2021,2/16/2020,Yuan Renminbi
381,Valry,Ceschelli,vceschelliak@un.org,Genderfluid,5010126225862309,381,Valry Ceschelli,21,Z47,Orthopedic aftercare,0UC57ZZ,"Extirpation of Matter from Right Fallopian Tube, Via Natural or Artificial Opening",9/16/2021,6/17/2022,Yen
382,Olly,Beldam,obeldamal@behance.net,Female,5018804874119847849,382,Olly Beldam,112,M1A0,Idiopathic chronic gout,0LN9XZZ,"Release Right Trunk Tendon, External Approach",1/14/2020,2/11/2020,Ruble
383,Ira,Blackstock,iblackstockam@google.nl,Male,5010126367569084,383,Ira Blackstock,114,S25419A,"Minor laceration of unspecified pulmonary blood vessels, initial encounter",B54LZZA,"Ultrasonography of Bilateral Renal Veins, Guidance",10/4/2020,9/24/2022,Franc
384,Lulu,Rubinshtein,lrubinshteinan@bing.com,Female,5123363667651189,384,Lulu Rubinshtein,38,T411X,"Poisoning by, adverse effect of and underdosing of intravenous anesthetics",0QUD3JZ,"Supplement Right Patella with Synthetic Substitute, Percutaneous Approach",3/7/2022,5/20/2022,Rupiah
385,Ninnette,Handley,nhandleyao@apache.org,Female,3550747607095332,385,Ninnette Handley,39,Q9261,Marker chromosomes in normal individual,CD171ZZ,Planar Nuclear Medicine Imaging of Gastrointestinal Tract using Technetium 99m (Tc-99m),3/14/2020,7/4/2022,Euro
386,Sergent,Braniff,sbraniffap@e-recht24.de,Male,490515900204991204,386,Sergent Braniff,80,D829,"Immunodeficiency associated with major defect, unspecified",07CH4ZZ,"Extirpation of Matter from Right Inguinal Lymphatic, Percutaneous Endoscopic Approach",7/23/2022,2/8/2022,Yuan Renminbi
387,Sherwynd,Livingston,slivingstonaq@washington.edu,Male,5602241965463277,387,Sherwynd Livingston,107,T472X1S,"Poisoning by stimulant laxatives, accidental (unintentional), sequela",00C53ZZ,"Extirpation of Matter from Subarachnoid Space, Percutaneous Approach",4/7/2022,11/26/2022,Yuan Renminbi
388,Kat,Horstead,khorsteadar@wisc.edu,Female,3553779621561772,388,Kat Horstead,38,I87023,Postthrombotic syndrome with inflammation of bilateral lower extremity,0CQ2XZZ,"Repair Hard Palate, External Approach",5/11/2021,6/8/2020,Yuan Renminbi
389,Nannie,Piotr,npiotras@icq.com,Genderfluid,3552919603573087,389,Nannie Piotr,52,M05551,Rheumatoid polyneuropathy with rheumatoid arthritis of right hip,0GPS40Z,"Removal of Drainage Device from Endocrine Gland, Percutaneous Endoscopic Approach",1/20/2021,7/9/2020,Rupiah
390,Audi,Fransseni,afransseniat@themeforest.net,Polygender,3534690925650977,390,Audi Fransseni,53,V837XXD,"Person on outside of special industrial vehicle injured in nontraffic accident, subsequent encounter",0R940ZX,"Drainage of Cervicothoracic Vertebral Joint, Open Approach, Diagnostic",4/13/2020,3/5/2022,Manat
391,Ban,Goodwell,bgoodwellau@phoca.cz,Male,201460740344778,391,Ban Goodwell,69,H348391,"Tributary (branch) retinal vein occlusion, unspecified eye, with retinal neovascularization",041K0AS,"Bypass Right Femoral Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach",12/26/2022,3/10/2021,Real
392,Obadiah,Kapelhoff,okapelhoffav@hexun.com,Genderfluid,5402215218626841,392,Obadiah Kapelhoff,97,N809,"Endometriosis, unspecified",0HUX8JZ,"Supplement Left Nipple with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic",6/19/2020,12/11/2020,Rupiah
393,Yasmin,Irvine,yirvineaw@oaic.gov.au,Female,6385114689239821,393,Yasmin Irvine,117,T80219S,"Unspecified infection due to central venous catheter, sequela",0DUR0KZ,"Supplement Anal Sphincter with Nonautologous Tissue Substitute, Open Approach",1/4/2021,3/30/2022,Yuan Renminbi
394,Lorant,Ilson,lilsonax@cdbaby.com,Male,5020551723579746952,394,Lorant Ilson,31,S52515H,"Nondisplaced fracture of left radial styloid process, subsequent encounter for open fracture type I or II with delayed healing",0D7Q4DZ,"Dilation of Anus with Intraluminal Device, Percutaneous Endoscopic Approach",7/5/2022,3/12/2020,Dollar
395,Stanislaw,Eliassen,seliassenay@sitemeter.com,Male,3528752990166525,395,Stanislaw Eliassen,24,V346,Passenger in three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus in traffic accident,0L993ZZ,"Drainage of Right Trunk Tendon, Percutaneous Approach",4/18/2020,2/7/2022,Peso
396,Elliot,Donnachie,edonnachieaz@meetup.com,Male,6333396039162188956,396,Elliot Donnachie,57,O98913,"Unspecified maternal infectious and parasitic disease complicating pregnancy, third trimester",06184ZY,"Bypass Portal Vein to Lower Vein, Percutaneous Endoscopic Approach",8/5/2021,6/23/2020,Rupiah
397,Broderick,D'Andrea,bdandreab0@slashdot.org,Male,337941884342923,397,Broderick D'Andrea,87,V526XXD,"Passenger in pick-up truck or van injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter",04730DZ,"Dilation of Hepatic Artery with Intraluminal Device, Open Approach",11/17/2022,1/10/2020,Real
398,Staford,Sanja,ssanjab1@home.pl,Male,5010120278492304,398,Staford Sanja,54,O695,Labor and delivery complicated by vascular lesion of cord,0UWHX3Z,"Revision of Infusion Device in Vagina and Cul-de-sac, External Approach",3/11/2021,1/17/2021,Zloty
399,Jacky,Putson,jputsonb2@com.com,Polygender,58932340502037683,399,Jacky Putson,98,T507X4D,"Poisoning by analeptics and opioid receptor antagonists, undetermined, subsequent encounter",04734F6,"Dilation of Hepatic Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Endoscopic Approach",4/2/2021,2/2/2022,Yuan Renminbi
400,Cinnamon,Venour,cvenourb3@aboutads.info,Female,3574336068050242,400,Cinnamon Venour,43,S63699D,"Other sprain of unspecified finger, subsequent encounter",04713ZZ,"Dilation of Celiac Artery, Percutaneous Approach",3/19/2021,2/19/2021,Rupiah
401,Idell,Huskisson,ihuskissonb4@cbsnews.com,Female,3576223608951287,401,Idell Huskisson,56,S42116K,"Nondisplaced fracture of body of scapula, unspecified shoulder, subsequent encounter for fracture with nonunion",0SW9X0Z,"Revision of Drainage Device in Right Hip Joint, External Approach",11/24/2021,8/18/2020,Euro
402,Jeanette,Swindin,jswindinb5@jugem.jp,Female,3568980817479794,402,Jeanette Swindin,2,S72353F,"Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",0QP73KZ,"Removal of Nonautologous Tissue Substitute from Left Upper Femur, Percutaneous Approach",2/21/2020,5/24/2022,Naira
403,Kennie,Harston,kharstonb6@free.fr,Male,56022423600990444,403,Kennie Harston,116,K750,Abscess of liver,DG25JZZ,Stereotactic Gamma Beam Radiosurgery of Thyroid,4/13/2020,7/1/2020,Dollar
404,Lonny,Kemetz,lkemetzb7@simplemachines.org,Male,372301183493362,404,Lonny Kemetz,92,M21279,"Flexion deformity, unspecified ankle and toes",0SH935Z,"Insertion of External Fixation Device into Right Hip Joint, Percutaneous Approach",6/3/2022,1/30/2022,Peso
405,Jeramie,MacPaden,jmacpadenb8@ask.com,Male,3566786589838212,405,Jeramie MacPaden,119,V77,Bus occupant injured in collision with fixed or stationary object,0WWQX3Z,"Revision of Infusion Device in Respiratory Tract, External Approach",2/4/2022,11/6/2020,Real
406,Isahella,Doggerell,idoggerellb9@unblog.fr,Female,30001977196817,406,Isahella Doggerell,56,S63014D,"Dislocation of distal radioulnar joint of right wrist, subsequent encounter",0SP70JZ,"Removal of Synthetic Substitute from Right Sacroiliac Joint, Open Approach",9/10/2021,5/12/2020,Ruble
407,Avram,Grane,agraneba@amazon.com,Male,5486495710643028,407,Avram Grane,88,M05862,Other rheumatoid arthritis with rheumatoid factor of left knee,0DFJ7ZZ,"Fragmentation in Appendix, Via Natural or Artificial Opening",12/2/2022,10/8/2020,Dollar
408,Geoffrey,Caldera,gcalderabb@dagondesign.com,Male,3568270728481695,408,Geoffrey Caldera,103,S86122A,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, initial encounter",085Y0ZZ,"Destruction of Left Lacrimal Duct, Open Approach",3/20/2020,12/13/2020,Yen
409,Margaretta,Aleksidze,maleksidzebc@github.com,Female,3581122732157477,409,Margaretta Aleksidze,77,T63033,"Toxic effect of taipan venom, assault",089C3ZZ,"Drainage of Right Iris, Percutaneous Approach",5/21/2020,3/16/2022,Dollar
410,Laina,Camili,lcamilibd@icq.com,Female,3554037263253003,410,Laina Camili,60,S5012XA,"Contusion of left forearm, initial encounter",0SNQXZZ,"Release Left Toe Phalangeal Joint, External Approach",12/10/2022,12/12/2021,Hryvnia
411,Worth,Durman,wdurmanbe@tmall.com,Male,3588923019000337,411,Worth Durman,7,S6992,"Unspecified injury of left wrist, hand and finger(s)",041N4JS,"Bypass Left Popliteal Artery to Lower Extremity Vein with Synthetic Substitute, Percutaneous Endoscopic Approach",12/22/2022,3/21/2020,Euro
412,Georgetta,Betteson,gbettesonbf@sun.com,Female,3538467609478066,412,Georgetta Betteson,42,S62654S,"Nondisplaced fracture of medial phalanx of right ring finger, sequela",03S94ZZ,"Reposition Right Ulnar Artery, Percutaneous Endoscopic Approach",8/1/2020,4/28/2020,Somoni
413,Lesya,Woodward,lwoodwardbg@europa.eu,Female,4041375402831,413,Lesya Woodward,52,M24651,"Ankylosis, right hip",03L40CZ,"Occlusion of Left Subclavian Artery with Extraluminal Device, Open Approach",1/21/2020,8/16/2020,Krona
414,Donica,Bain,dbainbh@europa.eu,Female,56022239912639960,414,Donica Bain,37,F315,"Bipolar disorder, current episode depressed, severe, with psychotic features",0RPP44Z,"Removal of Internal Fixation Device from Left Wrist Joint, Percutaneous Endoscopic Approach",12/6/2020,11/5/2020,Yuan Renminbi
415,Albertine,St Ledger,astbi@ed.gov,Female,4175002509982838,415,Albertine St Ledger,42,S86911A,"Strain of unspecified muscle(s) and tendon(s) at lower leg level, right leg, initial encounter",0VQH0ZZ,"Repair Bilateral Spermatic Cords, Open Approach",7/17/2022,9/19/2020,Lev
416,Noland,Rolse,nrolsebj@clickbank.net,Male,5561552098547664,416,Noland Rolse,115,M70952,"Unspecified soft tissue disorder related to use, overuse and pressure, left thigh",0P9P40Z,"Drainage of Right Metacarpal with Drainage Device, Percutaneous Endoscopic Approach",9/21/2020,4/28/2022,Krona
417,Agnes,Howgill,ahowgillbk@devhub.com,Female,201877480050572,417,Agnes Howgill,39,S60342A,"External constriction of left thumb, initial encounter",0FTD0ZZ,"Resection of Pancreatic Duct, Open Approach",1/11/2022,10/25/2022,Rupiah
418,Jandy,Pieters,jpietersbl@ycombinator.com,Female,337941349090695,418,Jandy Pieters,36,H65116,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, bilateral",0D9B7ZZ,"Drainage of Ileum, Via Natural or Artificial Opening",7/21/2021,4/29/2020,Yuan Renminbi
419,Sandy,Norwood,snorwoodbm@dell.com,Female,3545853428326886,419,Sandy Norwood,1,M96661,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, right leg",0C9V7ZX,"Drainage of Left Vocal Cord, Via Natural or Artificial Opening, Diagnostic",9/24/2021,9/3/2020,Dollar
420,Gates,Greenway,ggreenwaybn@ca.gov,Female,3572855339149170,420,Gates Greenway,76,C166,"Malignant neoplasm of greater curvature of stomach, unspecified",03NM4ZZ,"Release Right External Carotid Artery, Percutaneous Endoscopic Approach",6/26/2022,5/21/2022,Hryvnia
421,Agathe,Heales,ahealesbo@goo.ne.jp,Genderfluid,3580291801771087,421,Agathe Heales,30,R9412,Abnormal results of function studies of ear and other special senses,0RPL05Z,"Removal of External Fixation Device from Right Elbow Joint, Open Approach",8/22/2022,2/5/2021,Dinar
422,Sibbie,McLanaghan,smclanaghanbp@macromedia.com,Genderqueer,3555352526328073,422,Sibbie McLanaghan,77,S93692,Other sprain of left foot,021L4JR,"Bypass Left Ventricle to Left Pulmonary Artery with Synthetic Substitute, Percutaneous Endoscopic Approach",4/14/2022,4/19/2022,Euro
423,Lisbeth,Stockford,lstockfordbq@google.ru,Female,4405940345544522,423,Lisbeth Stockford,105,M80829S,"Other osteoporosis with current pathological fracture, unspecified humerus, sequela",0XB80ZX,"Excision of Right Upper Arm, Open Approach, Diagnostic",3/16/2021,3/12/2020,Sol
424,Saunders,Peoples,speoplesbr@umich.edu,Male,5002350057577013,424,Saunders Peoples,101,V617XXS,"Person on outside of heavy transport vehicle injured in collision with pedal cycle in traffic accident, sequela",B7041ZZ,Plain Radiography of Head and Neck Lymphatics using Low Osmolar Contrast,6/18/2022,12/23/2022,Zloty
425,Kamilah,Buye,kbuyebs@cornell.edu,Female,374283691594717,425,Kamilah Buye,2,H0287,Vascular anomalies of eyelid,021V4AP,"Bypass Superior Vena Cava to Pulmonary Trunk with Autologous Arterial Tissue, Percutaneous Endoscopic Approach",12/3/2020,9/21/2022,Lempira
426,Nadeen,Traut,ntrautbt@hao123.com,Female,3583186487299238,426,Nadeen Traut,54,D333,Benign neoplasm of cranial nerves,0NUV37Z,"Supplement Left Mandible with Autologous Tissue Substitute, Percutaneous Approach",1/29/2020,1/8/2022,Yuan Renminbi
427,Eartha,Garnett,egarnettbu@twitter.com,Female,30414841251769,427,Eartha Garnett,65,S72109K,"Unspecified trochanteric fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",03770Z6,"Dilation of Right Brachial Artery, Bifurcation, Open Approach",5/11/2022,12/17/2021,Shilling
428,Bridgette,M'Quharg,bmquhargbv@goo.ne.jp,Female,4041372584722,428,Bridgette M'Quharg,94,S52131C,"Displaced fracture of neck of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",0BPK81Z,"Removal of Radioactive Element from Right Lung, Via Natural or Artificial Opening Endoscopic",4/11/2022,8/3/2022,Franc
429,Roselia,Garth,rgarthbw@etsy.com,Polygender,3530753172217447,429,Roselia Garth,20,H69,Other and unspecified disorders of Eustachian tube,0RPSX4Z,"Removal of Internal Fixation Device from Right Metacarpocarpal Joint, External Approach",2/23/2021,8/2/2021,Euro
430,Sigismund,Tunney,stunneybx@furl.net,Male,3554687686362193,430,Sigismund Tunney,81,S35532A,"Injury of left uterine artery, initial encounter",0FN60ZZ,"Release Left Hepatic Duct, Open Approach",11/3/2021,6/13/2022,Shekel
431,Beth,Pideon,bpideonby@pbs.org,Female,201963130560531,431,Beth Pideon,120,C608,Malignant neoplasm of overlapping sites of penis,DU10B8Z,Low Dose Rate (LDR) Brachytherapy of Ovary using Iridium 192 (Ir-192),7/9/2022,2/25/2020,Peso
432,Osbourne,Shetliff,oshetliffbz@nps.gov,Male,060458986263601354,432,Osbourne Shetliff,70,M868X,Other osteomyelitis,B330YZZ,Magnetic Resonance Imaging (MRI) of Thoracic Aorta using Other Contrast,7/28/2021,5/2/2020,Yuan Renminbi
433,Derry,Lago,dlagoc0@hp.com,Male,3551272258006354,433,Derry Lago,94,T370X,"Poisoning by, adverse effect of and underdosing of sulfonamides",03CU0ZZ,"Extirpation of Matter from Right Thyroid Artery, Open Approach",1/3/2020,2/4/2022,Rupiah
434,Rancell,Powe,rpowec1@printfriendly.com,Male,3550895011371482,434,Rancell Powe,109,H1115,Pinguecula,0SGP47Z,"Fusion of Right Toe Phalangeal Joint with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",4/20/2020,11/8/2022,Quetzal
435,Marlo,Fowley,mfowleyc2@webnode.com,Female,560221265830730722,435,Marlo Fowley,106,J9311,Primary spontaneous pneumothorax,0U7C0ZZ,"Dilation of Cervix, Open Approach",3/4/2021,6/1/2020,Rupiah
436,Dahlia,Woller,dwollerc3@pen.io,Genderfluid,3552110357410235,436,Dahlia Woller,7,Y36040,"War operations involving explosion of torpedo, military personnel",0RBK0ZZ,"Excision of Left Shoulder Joint, Open Approach",1/30/2021,1/18/2020,Peso
437,Tadeas,Gogin,tgoginc4@amazon.de,Male,374622856513170,437,Tadeas Gogin,17,S52181G,"Other fracture of upper end of right radius, subsequent encounter for closed fracture with delayed healing",BP4PZZ1,"Ultrasonography of Left Hand, Densitometry",12/24/2021,7/26/2020,Afghani
438,Florencia,Chapelle,fchapellec5@desdev.cn,Agender,5100130608228048,438,Florencia Chapelle,85,H4015,Residual stage of open-angle glaucoma,00H642Z,"Insertion of Monitoring Device into Cerebral Ventricle, Percutaneous Endoscopic Approach",3/24/2021,3/16/2020,Yuan Renminbi
439,Dyanne,Shackle,dshacklec6@goodreads.com,Female,3572181458634003,439,Dyanne Shackle,118,S52512K,"Displaced fracture of left radial styloid process, subsequent encounter for closed fracture with nonunion",0D7E7DZ,"Dilation of Large Intestine with Intraluminal Device, Via Natural or Artificial Opening",5/22/2020,10/6/2021,Zloty
440,Phaedra,Boldero,pbolderoc7@dropbox.com,Female,3577534676953388,440,Phaedra Boldero,104,S20421A,"Blister (nonthermal) of right back wall of thorax, initial encounter",0UPD0DZ,"Removal of Intraluminal Device from Uterus and Cervix, Open Approach",1/3/2022,1/18/2021,Rand
441,Legra,Licari,llicaric8@loc.gov,Female,5010126519360333,441,Legra Licari,15,S31121,"Laceration of abdominal wall with foreign body, left upper quadrant without penetration into peritoneal cavity",F028GGZ,"Ventilation, Respiration and Circulation Assessment of Respiratory System - Head and Neck using Aerobic Endurance and Conditioning Equipment",12/15/2021,11/3/2022,Hryvnia
442,Merv,Hallatt,mhallattc9@desdev.cn,Male,30379418915403,442,Merv Hallatt,91,S72045S,"Nondisplaced fracture of base of neck of left femur, sequela",09NL8ZZ,"Release Nasal Turbinate, Via Natural or Artificial Opening Endoscopic",10/20/2020,10/24/2022,Rupiah
443,Elwood,Pleven,eplevenca@amazon.de,Male,5546530780288813,443,Elwood Pleven,108,V329XXA,"Unspecified occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",047504Z,"Dilation of Superior Mesenteric Artery with Drug-eluting Intraluminal Device, Open Approach",6/6/2020,7/18/2021,Euro
